Row  ,Par1 ,Par2 ,Smp1 ,Par3 ,Par4 ,Smp2 ,Inst# ,InstName      ,Smp1Desc ,Smp1Note ,Smp2Desc ,Smp2Note
0270 ,0000 ,002a ,00ab ,0000 ,00da ,00ab ,??    ,PERCUSSION3?  ,Bongo1   ,??       ,Bongo1   ,??
0271 ,0000 ,002a ,00ac ,0000 ,00da ,00ac ,??    ,PERCUSSION3?  ,Bongo1   ,??       ,Bongo1   ,??
0272 ,0000 ,002f ,0074 ,0000 ,0077 ,0074 ,??    ,PERCUSSION3?  ,Xylo1    ,B4       ,Xylo1    ,B4

0273 ,0000 ,00db ,0098 ,0000 ,00db ,0098 ,??    ,PERCUSSION4?  ,KickDr   ,C0       ,KickDr   ,C0
0274 ,0000 ,00d8 ,0099 ,0000 ,00d8 ,0099 ,??    ,PERCUSSION4?  ,Snare1   ,A#0      ,Snare1   ,A#0
0275 ,0000 ,00db ,00b0 ,0000 ,00db ,00b0 ,??    ,PERCUSSION4?  ,Snare3   ,??       ,Snare3   ,??
0276 ,0000 ,0030 ,009b ,0000 ,0090 ,009b ,??    ,PERCUSSION4?  ,HHClsd   ,A#0      ,HHClsd   ,A#0
0277 ,0000 ,0031 ,009c ,0000 ,0092 ,009c ,??    ,PERCUSSION4?  ,HHOpen   ,D1       ,HHOpen   ,D1
0278 ,000c ,003c ,009f ,0008 ,00ab ,009f ,??    ,PERCUSSION4?  ,Crash1   ,??       ,Crash1   ,??
0279 ,0007 ,003c ,00a0 ,0006 ,003c ,00a0 ,??    ,PERCUSSION4?  ,Crash1   ,??       ,Crash1   ,??
027a ,0057 ,00ab ,00a1 ,0026 ,00ab ,00a1 ,??    ,PERCUSSION4?  ,Crash1   ,??       ,Crash1   ,??
027b ,0004 ,002a ,0191 ,0004 ,0076 ,0191 ,??    ,PERCUSSION4?  ,Square1  ,E2       ,Square1  ,E2
027c ,0004 ,0076 ,0192 ,0004 ,002a ,0192 ,??    ,PERCUSSION4?  ,Square1  ,A#2      ,Square1  ,A#2
027d ,0000 ,0055 ,0193 ,0000 ,0054 ,0193 ,??    ,PERCUSSION4?  ,Square1  ,F#3      ,Square1  ,F#3
027e ,0000 ,00db ,00b1 ,0000 ,00db ,00b1 ,??    ,PERCUSSION4?  ,Snare3   ,??       ,Snare3   ,??

027f ,0000 ,00db ,0098 ,0000 ,00db ,0098 ,??    ,PERCUSSION5?  ,KickDr   ,C0       ,KickDr   ,C0
0280 ,0000 ,00d8 ,0099 ,0000 ,00d8 ,0099 ,??    ,PERCUSSION5?  ,Snare1   ,A#0      ,Snare1   ,A#0
0281 ,0000 ,00db ,009a ,0000 ,00db ,009a ,??    ,PERCUSSION5?  ,Snare2   ,G#0      ,Snare2   ,G#0
0282 ,0000 ,0030 ,009b ,0000 ,0090 ,009b ,??    ,PERCUSSION5?  ,HHClsd   ,A#0      ,HHClsd   ,A#0
0283 ,0000 ,0031 ,009c ,0000 ,0092 ,009c ,??    ,PERCUSSION5?  ,HHOpen   ,D1       ,HHOpen   ,D1
0284 ,0000 ,003c ,009e ,0000 ,00ab ,009e ,??    ,PERCUSSION5?  ,Crash1   ,??       ,Crash1   ,??
0285 ,0000 ,00ac ,00a2 ,0000 ,003d ,00a2 ,??    ,PERCUSSION5?  ,Cymbl1   ,??       ,Cymbl1   ,??
0286 ,0000 ,002a ,00a3 ,0000 ,00db ,00a3 ,??    ,PERCUSSION5?  ,Tom1     ,??       ,Tom1     ,??
0287 ,0000 ,0056 ,00a4 ,0000 ,00ac ,00a4 ,??    ,PERCUSSION5?  ,Tom1     ,??       ,Tom1     ,??
0288 ,0000 ,00ac ,00a5 ,0000 ,00db ,00a5 ,??    ,PERCUSSION5?  ,Tom1     ,??       ,Tom1     ,??
0289 ,0000 ,000c ,00ad ,0000 ,0009 ,00ad ,??    ,PERCUSSION5?  ,Shaker   ,??       ,Shaker   ,??
028a ,0000 ,007b ,00a7 ,0000 ,007b ,00a7 ,??    ,PERCUSSION5?  ,Cowbll   ,??       ,Cowbll   ,??
028b ,0000 ,0031 ,009d ,0000 ,0092 ,009d ,??    ,PERCUSSION5?  ,Cymbl2   ,??       ,Cymbl2   ,??
028c ,0000 ,000b ,00af ,0000 ,0008 ,00af ,??    ,PERCUSSION5?  ,Shaker   ,??       ,Shaker   ,??
028d ,0000 ,00db ,00b1 ,0000 ,00db ,00b1 ,??    ,PERCUSSION5?  ,Snare3   ,??       ,Snare3   ,??

